accuracy_auc,method,n_points,pruning_method,run_dir,seed
0.20619660723789243,bp_rtp,6,cluster_aware_stratified_twoaxis_adaptive_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012152_12797089,789
0.05134653465346535,bp_rtp,6,random,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012153_12797090,1011
0.04190610687022901,bp_rtp,6,magnitude,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012153_12797090,1011
0.07154282112526539,bp_rtp,6,taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012153_12797090,1011
0.04267830499177181,bp_rtp,6,chip,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012153_12797090,1011
0.06092295472597299,bp_rtp,6,composite,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012153_12797090,1011
0.09402260510910058,bp_rtp,6,cluster_aware,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012153_12797090,1011
0.1075192144373673,bp_rtp,6,cap_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012153_12797090,1011
0.21819010084925688,bp_rtp,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012153_12797090,1011
0.14872323513800426,bp_rtp,6,cluster_aware_stratified_twoaxis_adaptive_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_rtp_20260514_012153_12797090,1011
0.05198593383693669,bp_tard,6,random,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233840_12797080,42
0.032278470139078266,bp_tard,6,magnitude,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233840_12797080,42
0.05989403560042508,bp_tard,6,taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233840_12797080,42
0.04143674698795181,bp_tard,6,chip,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233840_12797080,42
0.07356756756756756,bp_tard,6,composite,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233840_12797080,42
0.08422180031864046,bp_tard,6,cluster_aware,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233840_12797080,42
0.13653784537725822,bp_tard,6,cap_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233840_12797080,42
0.22466902231668437,bp_tard,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233840_12797080,42
0.14743189426142403,bp_tard,6,cluster_aware_stratified_twoaxis_adaptive_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233840_12797080,42
0.05981297212815837,bp_tard,6,random,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233851_12797082,123
0.031555225102319236,bp_tard,6,magnitude,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233851_12797082,123
0.07427381015687318,bp_tard,6,taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233851_12797082,123
0.04386979166666667,bp_tard,6,chip,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233851_12797082,123
0.07649774715080837,bp_tard,6,composite,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233851_12797082,123
0.10926989701610773,bp_tard,6,cluster_aware,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233851_12797082,123
0.16396946290880085,bp_tard,6,cap_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233851_12797082,123
